s.no,code,Station,Latitude,Longitude
1680,CNB,kanpur central,26.45424,80.350966
1681,CHK,chakeri,26.38116,80.406546
1682,SSL,sirsaul,26.297301,80.462852
1683,RAMA,ramva,25.89115342,80.85329936
1684,BKF,bhikhna thori,27.333596,84.61057
1685,BGJT,bagha jatin,22.482615,88.387421
1686,BGPL,baghuapal,21.042219,86.013166
1687,BEHS,bihar sharif,25.206116,85.5390747
1688,BHRB,bhairabi,24.19545969,92.54106045
1689,BDWL,biradhwal,29.17411682,73.89651623
1690,BANE,basni,26.222963,73.010639
1691,BHZ,bihara,24.9628178,92.689054
1692,BHI,baheri,28.777391,79.5003221
1693,BHB,badla ghat,25.5537629,86.5871439
1694,BJNR,bijainagar,25.931003,74.6530589
1695,BGHI,bagahai road,24.555903,81.018663
1696,BDDR,badodar,21.361073,70.295846
1697,BIJ,birnagar,23.2358754,88.551252
1698,BJO,bijnor,29.3856298,78.1468047
1699,BHLA,behula,23.1819674,88.4287921
1700,BLQR,bilaspur road,28.865601,79.254263
1701,BHLE,barahat,24.92060047,87.0100838
1702,BGAE,balagarh,23.1215453,88.4525522
1703,BJRI,bijuri,23.2503386,82.1189461
1704,BHTA,bhatiya,22.0881542,69.2803623
1705,BKRO,bokaro thermal,23.7851503,85.8755782
1706,CHCR,chacher,21.241422,79.354918
1707,DNL,dhanoli,21.32210987,80.42759081
1708,LLP,lalitgram,26.35666473,87.01226592
1709,NI,naydongri,20.34843095,74.83663308
1710,HJN,howrah jn. cabin,22.583533,88.342811
1711,PKE,pimpar khed,20.30745533,74.75599973
1712,PJN,panjhan,20.275504,74.606561
1713,HSL,hisvahal,20.283239,74.57099
1714,PNV,panevadi,20.26527,74.494903
1715,MMR,manmad jn,20.249887,74.438305
1716,TGR3,block and catch siding cabine no.3,19.674468,73.485951
1717,BDGP,badanaguppe,11.990316,76.861228
1718,KYN,kalyan jn,19.234716,73.12974
1719,PMR,pitambarpur,28.200105,79.538072
1720,BIQ,bansi paharpur,26.93277,77.457241
1721,CTTP,chitrapur halt,14.036148,74.536566
1722,BFD,borhat,27.164263,95.277512
1723,BGM,belgaum,15.8492433,74.5095639
1724,BGU,bairgania,26.738282,85.273334
1725,BGRM,biggabas ramsara,28.04769242,74.20154743
1726,BEML,beml nagar,12.9786413,78.24197815
1727,BKT,bakshi ka talab,26.983452,80.922331
1728,BFPA,bhopatpur,28.3754641,79.8051375
1729,BJP,bijapur,16.8310603,75.7400012
1730,BILA,bheslana,27.065209,75.304187
1731,VJA,vejandla,16.237226,80.519729
1732,SJL,sangam jagarlamudi,16.246589,80.570521
1733,BDE,bodeli,22.2701906,73.7165798
1734,GCAB,gcab,21.204608,81.431558
1735,BIA,bhilai,21.2025983,81.4217238
1736,BPHB,bhilai power house,21.208119,81.375901
1737,BQR,bhilai nagar,21.2013382,81.3343451
1738,BADK,barka,29.07256469,77.27330216
1739,BDKT,badakhandita,20.3654487,86.08383554
1740,BELA,bela,24.97843,84.981353
1741,VDE,vedayapalem,14.404478,79.957106
1742,TRL,tiruvallur,13.115764,79.913105
1743,BIDR,bidar,17.9116836,77.5137793
1744,WCN,wimco nagar,13.180491,80.305807
1745,KAVM,kathivakkam,13.204344,80.316742
1746,VKT,venkatachalam,14.327256,79.92732
1747,BHM,bahram,31.197575,75.894193
1748,BGPA,bageshapura,13.14380344,76.22935519
1749,BHRJ,becharji,23.516602,72.029413
1750,SDM,surareddipalem,15.407571,80.045682
1751,PRH,powerpet,16.713189,81.106602
1752,VGT,unguturu,16.824498,81.42356
1753,BMGM,brahmanagudem,16.93025821,81.67527695
1754,KYM,kadiyan,16.914338,81.832674
1755,BBPM,balabhadrapuram,16.96580143,82.00037566
1756,NASP,narasingapalli,17.606751,82.891038
1757,GPT,gopalapatnam,17.748818,83.214877
1758,VKD,bakhrabad,22.118541,87.36345
1759,NYA,narayangarh,22.174233,87.380456
1760,BPE,benapur,22.27135231,87.37624084
1761,HIJ,hijilli,22.319921,87.320169
1762,BKL,bona kalu,17.031591,80.261499
1763,BLO,bhulon,24.635909,76.968812
1764,BMHR,bamanheri,29.514762,77.70639
1765,BME,barmer,25.7445219,71.397067
1766,BLC,bolda,19.5520321,77.2735908
1767,BKWA,bakayanwala,30.143292,73.985818
1768,BLDI,bhildi,24.194251,72.008187
1769,BJ,bahjoi,28.4014996,78.6315064
1770,ADIJ,ahmedabad jn,23.025715,72.601716
1771,BMSR,bhimasar,23.53366094,70.88691945
1772,BLWR,bileshwar,22.382129,70.830427
1773,BKDE,budhakhera,29.378719,76.557193
1774,HCAB,bmy h cabin,21.220991,81.464891
1775,KOK,korukkupet jn,13.1204898,80.27837727
1776,BHY,bhayavadar,21.84783718,70.23614486
1777,BL,valsad,20.6085595,72.9335291
1778,TNP,tondiarpettai,13.12624,80.28092114
1779,BNSP,bansapahar,25.055505,81.050022
1780,ULB,ulubaria,22.472428,88.093209
1781,BLP,balrampur,27.41582061,82.1606699
1782,VOC,v.o.c. nagar,13.14030163,80.28745678
1783,CTRE,chitteri,13.068172,79.597909
1784,TUG,thalangai,13.003678,79.426128
1785,APH,anupgarh,29.1968977,73.2045643
1786,WJR,walajah road jn,12.970676,79.360511
1787,BJMR,baijnath mandir,32.05262566,76.65152894
1788,MCN,mukundarayapurm,12.977678,79.289067
1789,TVT,tiruvottiyur,13.160025,80.296454
1790,BMR,bikrampur,23.082226,79.586316
1791,BKH,bankhedi,22.7748819,78.5379969
1792,AKRA,akra,22.514668,88.249021
1793,BPF,banapura,22.47035755,77.48073161
1794,BLKR,ballekere halt,13.502322,76.023514
1795,SUCH,suchindram,8.149479,77.466792
1796,BJWS,bojawas,28.312786,76.252868
1797,BLGA,belagula,12.38569868,76.58870326
1798,BLLI,balli,15.1517258,74.0209756
1799,BJMD,bara jamda,22.1665327,85.412392
1800,BMP,bramhapuri,20.603943,79.867537
1801,BIC,bichia,28.1830705,81.2720808
1802,BILK,bilkha,21.4430784,70.6004021
1803,BMPR,badampahar,22.2640234,86.1808182
1804,BMGR,bamangram,25.62213987,88.19128322
1805,BPN,banpur,23.45186861,88.76185515
1806,BMLL,bamla,28.832464,76.244079
1807,BMW,bamhni,20.922361,79.364152
1808,KOTR,korattur,13.113345,80.184062
1809,PCW,perambur carriage works,13.10724,80.238659
1810,VLK,villivakkam,13.110062,80.209621
1811,BNHL,bellenahalli,14.243859,76.554391
1812,PVM,pattaravkkam,13.114872,80.166656
1813,ABU,ambattur,13.11430598,80.15252491
1814,ANNR,annanur,13.116018,80.126743
1815,KMSI,kumsi,14.051954,75.402042
1816,AVD,avadi,13.118247,80.100518
1817,HC,hindu college,13.118538,80.074903
1818,PAB,pattabiram,13.11926,80.065424
1819,NEC,nemilicherry halt,13.121643,80.045378
1820,SVR,sevvapet road,13.124997,79.966688
1821,PTLR,putlur halt,13.122922,79.9371
1822,EGT,egattur halt,13.106198,79.88406
1823,MAF,manur,13.096025,79.801508
1824,MSU,mosur,13.08573489,79.71884098
1825,MLPM,melpakkam,13.080671,79.659245
1826,MRLM,marudalam,12.99726,79.399298
1827,BPZ,bazpur,29.1578998,79.1463827
1828,BRY,bareilly,28.3372843,79.4109744
1829,BQZ,ballalpur,24.747459,87.912243
1830,BNN,barnala,30.3703968,75.5492466
1831,BNJL,binjhol halt,29.344605,76.923781
1832,KAV,kalamna,21.168195,79.140955
1833,BNH,bhimnath,22.245963,71.92503
1834,BNVD,bhanvad,21.9330444,69.7988578
1835,BSPR,bishrampur,23.179178,82.98289
1836,BRH,baikunthpur rd,23.317286,82.5298836
1837,SAL,salwa,21.236542,79.292976
1838,BTKL,bhatkal,13.987012,74.56730199
1839,TAR,tharsa,21.256602,79.41467
1840,TMR,tumsar road,21.342437,79.751419
1841,GJ,gangajhari,21.443153,80.058885
1842,BNSR,bhagwansar,29.343806,73.859791
1843,PJB,paniajob,21.183732,80.693768
1844,THL,tiruvalam,12.974779,79.245745
1845,BQH,bhanohad punjab,30.85173825,75.70970576
1846,SVUR,sevur,12.971785,79.189821
1847,KPD,katpadi jn,12.972734,79.135341
1848,BPRA,baripura,25.340728,79.943488
1849,PCKM,pachachakupam,12.822656,78.757365
1850,DGG,dongargarh,21.185492,80.759857
1851,BPO,baripada,21.9227408,86.73709
1852,BO,borsad,22.401548,72.909158
1853,JTR,jatkanhar,21.1798,80.821965
1854,BS,banisar,28.06756342,73.89548792
1855,ATH,antah,25.1611771,76.3072684
1856,BON,bhonra,25.17106114,76.19767366
1857,BOV,bhatgaon,21.171626,81.712724
1858,MUA,musra,21.152966,80.879372
1859,BNCE,bangalore east,13.00148,77.6184701
1860,AAH,itehar,26.562635,78.683783
1861,RYT,rayat pura,26.456937,78.381881
1862,BBY,bhadroli,26.30595,78.181356
1863,BAKL,bakal,21.123637,80.940946
1864,BTKB,bathna krittibas halt,23.2363136,88.48266943
1865,GD,gonda jn,27.154613,81.978152
1866,AKZ,akashi,23.3851244,84.88778586
1867,BR,bandh bareta,26.910367,77.364108
1868,DAN,dhaneta,28.512294,79.264748
1869,CKYD,chakra road,26.001213,83.672178
1870,MUP,murhipar,21.183141,81.148154
1871,BOKE,bhoke,17.0490546,73.3810615
1872,RSM,rasmara,21.204118,81.2164
1873,PHQ,pardhande,20.72929519,75.37694143
1874,PC,pachora jn,20.668385,75.34831
1875,BSKH,basukinath,24.388941,87.045099
1876,BSKN,bhesana manknaj,23.49875695,72.33120864
1877,GAA,galan,20.60959981,75.27700034
1878,NGD,nagardevla,20.60300165,75.19810611
1879,AV,asvali,19.817371,73.751085
1880,PI,padli,19.783928,73.665733
1881,GO,ghoti,19.722911,73.635944
1882,IGP,igatpuri,19.694053,73.562379
1883,SHAD,shahad,19.244702,73.158611
1884,ASE,asaudah,28.73653776,76.85877285
1885,ABO,asthal bohar,28.857765,76.629155
1886,KZH,kila zafargarh,29.080581,76.4289532
1887,BNQL,bhankala halt,29.84559084,77.47434932
1888,BQA,bankura,23.2243871,87.0746875
1889,BRLI,barauli,26.552056,77.424988
1890,BPRH,balpur halt,22.115136,82.694138
1891,AIP,attippattu,13.26116317,80.28894591
1892,MJR,minjur,13.281979,80.260192
1893,BRJ,brace bridge,22.517861,88.301496
1894,BZGT,bazurghat,24.607593,92.383418
1895,ALGP,algapur,24.754753,92.595918
1896,TAN,tarana road,23.264582,76.067017
1897,DWO,doiwala,30.175451,78.12218
1898,BRSQ,brar square,28.613526,77.14079
1899,KAT,khatauli,29.273712,77.736988
1900,BUB,bissau,28.2401014,75.0612084
1901,PQY,pabli khas,29.05601,77.698335
1902,GUH,guldhar,28.703752,77.455792
1903,BRRD,bordi road,20.122424,72.766138
1904,BRU,bhairoganj,27.15141815,84.24239742
1905,BTH,bettiah,26.8058847,84.5229561
1906,MKU,malkapur,20.891974,76.202946
1907,BSDL,bharsendi,24.036488,82.06039
1908,BSC,bulandshahr,28.3919187,77.8482415
1909,BTPG,betheria ghola,22.350122,88.573321
1910,BTPD,bethampurdi,17.543986,80.573657
1911,BTG,basharatganj,28.288009,79.2851956
1912,BTIC,bhatinda cantt,30.19088,74.954044
1913,ALL,alal,30.377725,75.72074952
1914,WADO,wadoda,20.88854467,76.27984696
1915,KJL,khumgaon burti,20.866943,76.401107
1916,NN,nandura,20.838889,76.460158
1917,BTD,botad jn,22.1828706,71.6655966
1918,BU,baswa,27.149686,76.575644
1919,AK,akola jn,20.723084,77.005497
1920,DKS,darekasa,21.271299,80.580751
1921,BUGL,buglanwali,29.79175067,74.23897337
1922,BSX,basar,18.86512,77.938506
1923,BWZ,baddowal,30.862117,75.742678
1924,BSQ,barsi takli,20.576054,77.060902
1925,PARH,parakheda,25.705583,77.642772
1926,BLNR,birlanagar,26.237555,78.1953108
1927,BUQ,bargi,22.995933,79.875125
1928,SIKD,sikroda kwanri,26.569564,77.962853
1929,BSJ,bhupalsagar,24.84776209,74.21161319
1930,BRPK,bisharpara kodaliya,22.676284,88.434731
1931,TY,tulukapati,9.467439,77.936903
1932,BYSA,basulyasutahata,22.12030128,88.13056325
1933,BRG,bargarh,25.16427042,81.45005848
1934,KSRA,kasara,19.647159,73.472003
1935,OMB,oombermali,19.628026,73.422651
1936,MH,marahra,25.100178,85.446664
1937,KE,khardi,19.579952,73.393442
1938,THS,thansit,19.549981,73.351813
1939,BSGR,bhagsar,30.452385,74.401977
1940,ATG,atgaon,19.5031813,73.32769124
1941,ASO,asangaon,19.439278,73.307859
1942,VSD,vasind,19.406422,73.267689
1943,KDV,khadavli,19.35621892,73.21871043
1944,ABY,ambivli,19.267587,73.17171
1945,DIVA,diva,19.188394,73.041905
1946,SNRD,mumbai sandhurst road,18.962311,72.839733
1947,BXB,banga,31.177139,75.999562
1948,TNA,thane,19.185757,72.975417
1949,BVW,bahminiwala,30.54894,74.193132
1950,MLND,mulund,19.172355,72.956933
1951,KUF,kaurha,27.462683,80.102675
1952,KAR,karna,27.32161,80.196235
1953,NHU,nahur,19.154646,72.946683
1954,BTQ,betnoti,21.74134,86.8435187
1955,BSN,banasandra,13.265332,76.659317
1956,MOI,mori bera,25.035575,73.136306
1957,BRLY,biroliya,25.170546,73.192517
1958,RT,rohat,25.92147561,73.09531882
1959,BSRX,bagevadi rd,16.47986853,75.82814753
1960,AIPP,attippattu pudu nagar,13.249326,80.299606
1961,BZG,bilga,31.058267,75.666841
1962,LMC,lakhamanchi,22.57181241,71.14841382
1963,BDME,baidyanathdham deoghar,24.4892623,86.6920701
1964,BTW,barsi town,18.240993,75.718169
1965,BWW,barwaha,22.2554459,76.0302621
1966,JWLS,jawan wala shehar,32.14165,76.003772
1967,KIM,kim,21.399697,72.926702
1968,SER,samayanallur,9.981546,78.035087
1969,CDD,chandod,21.99195697,73.45218164
1970,DPH,dadhapara,22.028156,82.123182
1971,JRMG,jairamnagar,22.034344,82.296511
1972,UGN,ugaon,20.122592,74.136829
1973,BXT,bamanhat,26.07628446,89.62797753
1974,BXK,bandarkhal,25.069785,92.800717
1975,BWX,bahman diwana,30.225526,74.849153
1976,BYHA,barya ram,25.566931,82.226592
1977,CRK,charkhera,22.367273,77.171177
1978,BUTA,bhadutala,22.485657,87.3208
1979,CDGR,chandrakona rd,22.739076,87.340588
1980,BZO,barsola,29.394379,76.231711
1981,DG,dindigul jn,10.35381,77.985472
1982,VO,vellodu,10.317776,77.951415
1983,ABI,ambaturai,10.272226,77.924468
1984,KQN,kodaikanal road,10.179613,77.909593
1985,VDP,vadippatti,10.086114,77.945674
1986,CDQ,chadotar,24.18394723,72.37251094
1987,BWL,bawal,28.070281,76.572402
1988,BVRT,bhimavaram town,16.547348,81.516853
1989,BQN,bagri nagar,25.895725,73.787801
1990,KYR,karuppatti,10.044465,77.948393
1991,SDN,sholavandan,10.02227,77.965082
1992,BUG,bagaha,27.130045,84.066991
1993,CAI,chanpatia,26.94163,84.530639
1994,CAA,chakia,26.417182,85.04636
1995,BXM,belrayan,28.379381,80.915268
1996,BVQ,bhilavdi,17.008048,74.516781
1997,ANR,anara,23.481082,86.559763
1998,BWPL,balwant pura chelasi,27.9104715,75.4432869
1999,CATD,chataud,21.015051,81.73716
2000,CID,chiraidongri,22.411418,80.287402
2001,KGFR,kathghar right bank,28.83210834,78.80822653
2002,KGFE,kathghar east,28.832685,78.8095
2003,BHGJ,bihariganj,25.732599,86.992655
2004,HTGR,hathigadh,21.6201,71.444628
2005,CHBN,chandkhira bagn,24.515852,92.287381
2006,MKY,mekkudi,10.87109,78.628737
2007,MIL,milak,28.612475,79.164117
2008,NRS,nagaria sadat,28.550179,79.205555
2009,BXC,barwala,29.367534,75.887031
2010,BLM,balamu jn,27.167363,80.352497
2011,UTA,umar tali,27.086986,80.473465
2012,CBG,charbhuja road,25.352228,73.946241
2013,HNA,honnavar,14.316931,74.433196
2014,SEN,senapura,13.71768018,74.68401195
2015,CGX,chargola,24.845884,92.416794
2016,TMP,tamaraipadi,10.40234176,78.04459174
2017,VDM,vadamadura,10.43633558,78.10215996
2018,AYR,ayyalur,10.483391,78.157049
2019,KFC,kalpattichatram,10.51806567,78.23436756
2020,VPJ,valyampatti,10.54405502,78.3098144
2021,CII,chettiyapatti,10.57564455,78.36623184
2022,BYR,bhayandar,19.311766,72.853039
2023,BHU,bhandu motidau,23.709061,72.389339
2024,CG,canning,22.313264,88.667458
2025,CGLA,changotola,22.22994616,80.11878948
2026,CHKB,chakki bank,32.259653,75.636651
2027,JAR,junair halt,25.27360737,85.25069635
2028,CH,chandausi jn,28.458626,78.780268
2029,DGI,dungri,20.687336,72.949119
2030,BIS,biswa bridge,20.88515715,76.33919345
2031,YAD,yeulkhed,20.724559,77.07497
2032,KKT,kath kuiyan,26.85680184,84.04787091
2033,BGN,borgaon,20.7290593,77.1796502
2034,DDY,dudwindi,31.237553,75.258143
2035,KTP,katepurna,20.723777,77.259381
2036,SUM,summit,20.2117506,74.34312998
2037,LS,lasalgaon,20.154848,74.225976
2038,DDN,dehradun,30.3140377,78.0336011
2039,MZR,murtajapur,20.736468,77.354825
2040,CDSL,chandresal,25.212948,75.943986
2041,CDG,chandigarh,30.7019773,76.82208
2042,MANA,mana,20.761491,77.469063
2043,MNDA,mandura,20.78015,77.522584
2044,CPJ,kaptanganj jn,26.926388,83.699907
2045,AWS,aswani halt,27.15958,84.051843
2046,KUM,kuram,20.808396,77.58733
2047,TKI,takli,20.833253,77.65695
2048,KKJ,kakori,26.885454,80.79835
2049,LNWT,lucknow west (alh),26.829443,80.909614
2050,DES,desari,25.66835936,85.40876566
2051,NR,niphad,20.096584,74.079481
2052,BD,badnera jn,20.8567925,77.7323197
2053,BKJ,barkur,13.4774588,74.7596804
2054,BFR,bekal fort,12.385524,75.042786
2055,DMK,dilmili,18.987443,81.737851
2056,DGHR,deoghar,24.51178242,86.69712126
2057,ALUR,alur halt,12.98251226,75.99049337
2058,TMT,timtala,20.812496,77.79476
2059,MLR,malkhed,20.821793,77.862831
2060,CND,chandur,20.8045192,77.9821558
2061,DIP,dipore,20.79317,78.040981
2062,DMN,dhamangaon,20.784674,78.138054
2063,TLN,talni,20.754248,78.230026
2064,PLO,pulgaon jn,20.726734,78.318111
2065,KAOT,kaotha,20.737041,78.376203
2066,DAE,dahegaon,20.729315,78.463093
2067,WR,wardha jn,20.732777,78.594157
2068,SEGM,sevagram,20.739076,78.619225
2069,VADR,warud,20.74716554,78.65067139
2070,TGP,tuljapur,20.800701,78.808237
2071,BOK,borkhedi,20.86017604,78.97444766
2072,BTBR,buti bori,20.91847276,79.01362896
2073,CBX,chand bhan,30.445148,74.880021
2074,GMG,gumgaon,20.993596,79.030314
2075,DEV,devarayi,15.44947863,74.57136413
2076,KRI,khapti,21.049338,79.048839
2077,AJNI,ajni,21.12685881,79.08251975
2078,KP,kamptee,21.21172,79.197947
2079,CGA,chengel,22.486845,88.13891
2080,DGBZ,dongri buzurg,21.573844,79.676645
2081,BVA,bauria jn,22.50359112,88.16352161
2082,NALR,nalpur,22.529208,88.185699
2083,DEEG,deeg,27.48655053,77.32451142
2084,ABB,abada,22.547877,88.199392
2085,SEL,sankrall,22.56130949,88.20907435
2086,ADL,andul,22.575169,88.239643
2087,SRC,santragachi jn,22.58393,88.284011
2088,RMJ,ramrajatala,22.587778,88.295438
2089,DGNR,durganagar,22.650758,88.419
2090,MPA,manaparai,10.60756201,78.41776524
2091,BHGN,bhilgaon,26.354394,93.926117
2092,SMDM,samudram,10.652687,78.493545
2093,KLS,kolatur,10.700678,78.547696
2094,CHB,chabua,27.48142071,95.17205813
2095,DEO,deokali,27.977317,80.705156
2096,CHNR,chhan arorian,32.46131096,75.35904533
2097,BDHY,budhi,32.440429,75.432931
2098,CKKN,chak kalan,32.083103,75.623498
2099,BNGL,bhangala,32.01951482,75.61231335
2100,CDH,chakdaha,23.078406,88.529672
2101,CGH,cholang,31.61726,75.639894
2102,DIC,dahisar,19.250166,72.859587
2103,CHN,chhina,31.902255,75.271993
2104,MLYA,maliya,22.831668,88.136281
2105,DMU,dhamua,22.290179,88.392178
2106,DON,derawan halt,23.230257,76.104438
2107,BSP,bilaspur jn,22.057473,82.167585
2108,DLB,daulatabad,19.916367,75.210494
2109,DHT,dhamara ghat,25.590821,86.599522
2110,DLGN,dhalgaon,17.1209672,74.9887134
2111,DKY,dhoki,18.353216,76.102989
2112,DLSR,dalhogi road,32.289064,75.750843
2113,DRBR,deoraha baba road,26.283979,83.871091
2114,DLR,dullahapur,25.799898,83.423264
2115,DCAB,dcab,21.226612,81.477969
2116,DKE,dihakho,25.427907,93.126587
2117,CABN,bhilai cabin,21.236052,81.499084
2118,DNEA,danea,23.799131,85.658334
2119,DPLN,diplana,29.18257263,74.88112288
2120,KMI,kumhari,21.243782,81.516054
2121,DOW,davol,22.39911,72.953112
2122,DHR,dharnaoda,24.592205,77.099253
2123,SZB,sarona cabin,21.25327191,81.57361633
2124,DHPR,dappar,30.51764095,76.80750986
2125,R,raipur jn,21.256462,81.629328
2126,WRC,w r s colony ph,21.277968,81.639183
2127,URK,urkura,21.289034,81.644569
2128,DUMR,dumra,26.576993,85.533639
2129,DISA,disa,24.2371252,72.1796003
2130,CKV,cherukuvada,16.58967159,81.42156278
2131,LKO,lucknow,26.830675,80.925291
2132,DLI,old delhi,28.661816,77.228356
2133,MDH,mandhar,21.33807,81.704606
2134,SLH,siliari,21.426336,81.755534
2135,BKTH,baikunth,21.4976724,81.7800294
2136,CHV,charvattur,12.213321,75.15435
2137,CDRA,chandera,12.179818,75.168292
2138,BYL,belha,21.961973,82.077189
2139,PUG,punggudi,10.748083,78.620151
2140,TPJ,tiruchirappalli,10.794067,78.685355
2141,CHBT,chakarbhatha,22.003082,82.112168
2142,DTRD,diyatara road,27.73359625,72.83991879
2143,IB,ib,21.815777,83.948781
2144,KGP,kharagpur jn,22.341432,87.328456
2145,FLR,phuleswar,22.47787564,88.1160489
2146,DHH,dinhata,26.0707762,89.5868746
2147,DKDP,dakshin durgapur,22.308871,88.399338
2148,DJRZ,to darjeeling,26.8521353,88.3332302
2149,DJG,duliajan,27.367712,95.306952
2150,DKM,dikom,27.46422657,95.08067428
2151,DHNA,dhachna,25.64647321,87.98693869
2152,JTIN,jethian,24.92954815,85.31412773
2153,DMR,dharmanagar,24.366946,92.168247
2154,DPDP,dhapdhapi,22.315994,88.459855
2155,ENB,ellenabad,29.44410399,74.65793411
2156,DLCR,dullabcherra,24.505297,92.477671
2157,DVH,devi halt,21.706411,78.86207
2158,DGX,dagaon,26.444446,92.613689
2159,DKWA,dokwa,28.579787,75.323364
2160,DUH,dudda,13.08842214,76.2042468
2161,DHI,dhule,20.887752,74.768847
2162,DHU,dhubulia,23.483546,88.441145
2163,DOGL,donigal,12.90404781,75.73412168
2164,DSM,darasuram,10.944384,79.356384
2165,DWX,dewas,22.977556,76.051191
2166,DOR,dundara,25.895799,72.796892
2167,DMH,dauram madhepura,25.908513,86.782638
2168,DPK,dholipal,29.76082671,74.25159995
2169,AHO,adarshnagar,26.41157993,74.65343249
2170,DNN,dina nagar,32.134789,75.467351
2171,DPC,darliput,18.365186,82.746519
2172,DWK,dwarka,22.251023,68.980434
2173,RJN,raj nandgaon,21.101186,81.039019
2174,DOZ,daurai,26.395604,74.619546
2175,PMS,parmalkasa,21.140859,81.09869
2176,DOC,daun kalan,30.37921906,76.45856896
2177,MXA,marauda,21.15958,81.35973
2178,BQF,barahmuafi,25.039892,81.009932
2179,DOE,deori,23.298435,80.009808
2180,DRHI,dagarhkeri,22.08127321,76.82640176
2181,DGN,dongargaon,21.641314,76.364067
2182,KBSN,kasbe-sukene,20.072296,74.027149
2183,KW,khervadi,20.046948,73.973978
2184,ODHA,odha,20.01601,73.910456
2185,NK,nasik road,19.947627,73.841897
2186,LT,lahavit,19.852905,73.815119
2187,KJMG,kanjur marg,19.128181,72.928041
2188,GC,ghatkopar,19.085985,72.908591
2189,LTT,lokmanya tilak term,19.07032,72.891739
2190,DRB,debari,24.606987,73.805352
2191,FAP,fakharpur halt,28.846965,77.293521
2192,DSA,delhi shahdara,28.673098,77.293154
2193,GZT,ghazipur ghat,25.60028,83.604802
2194,PGN,perugamani,10.889271,78.54751
2195,DMV,dimapur,25.905702,93.727816
2196,DWF,dudh sagar water falls,15.31333714,74.31403358
2197,FSG,phursungi,18.455829,74.026016
2198,FLU,phulia,23.229897,88.49634
2199,DPS,dangoaposi,22.167964,85.59273
2200,DZKT,durga chak town,22.066831,88.136032
2201,EPR,mumbai elphinstone road,19.00694,72.835426
2202,ELL,eraligu,24.665398,92.332631
2203,DLN,dildarnagar jn,25.419424,83.668324
2204,DNWH,daniyawan bazar halt,25.43450362,85.29089511
2205,AHM,ahimanpur,25.252404,82.511544
2206,FA,falna,25.235808,73.234953
2207,DODH,dodh,30.841607,74.521937
2208,DRGJ,daraganj,25.44265,81.87999
2209,DQN,dhanera,24.506528,72.032364
2210,DUMK,dumka,24.289527,87.254975
2211,SRGM,srirangam,10.857918,78.696348
2212,GOC,ponmalai golden rock,10.791837,78.709755
2213,DZK,durgachak,22.082011,88.155274
2214,TPTN,tiruchirapali town,10.829084,78.702834
2215,UKV,uttamarkovil,10.877948,78.702346
2216,BXS,pichchandarkovl,10.881112,78.720236
2217,VLDE,valadi,10.872869,78.757917
2218,MAND,mandurai,10.873068,78.786196
2219,LLI,lalgudi,10.875733,78.813672
2220,KTTR,kattur,10.895834,78.855173
2221,PMB,pullambadi,10.940214,78.917573
2222,KKPM,kallakkudi plgh,10.966119,78.948759
2223,KLGM,kallagam,11.02561453,79.0054263
2224,SLTH,sillakkudi,11.09563342,79.03686199
2225,ALU,ariyalur,11.150035,79.068318
2226,OTK,ottakovil,11.222726,79.109674
2227,VER,vellur halt,11.242453,79.13845
2228,SNDI,sendurai,11.256462,79.168778
2229,MTUR,mathur,11.318107,79.205803
2230,ICG,ichchangadu,11.3710038,79.21975512
2231,PNDM,pennadam,11.397963,79.219978
2232,TLNR,talanallur,11.436374,79.24125
2233,VRT,vriddhachalm tn,11.482273,79.279462
2234,DPD,dosapadu,16.468807,80.938771
2235,GAMI,gogameri,29.16024403,75.03507564
2236,GANI,gharni,18.47697,76.758368
2237,DVN,devthana,19.274562,77.689981
2238,DXH,duhai,28.730283,77.480363
2239,DWLE,dhauni,25.01032968,86.99304098
2240,DUI,dhuri jn,30.372741,75.866603
2241,FPS,fatehpur shekhawati,28.000728,74.971043
2242,DWJ,dwarkaganj,26.316418,82.109076
2243,DI,dombivili,19.218218,73.0869
2244,VK,vikhroli,19.11196,72.928312
2245,VVH,vidyavihar,19.079258,72.897181
2246,VGN,vangaon,19.882845,72.763185
2247,EKR,ekangarsarai,25.2224815,85.2322638
2248,GGN,gurgaon,28.489165,77.010739
2249,DTW,datewas,29.893255,75.616682
2250,NAI,nangi,22.500256,88.223984
2251,FN,farukhnagar,28.467066,76.828486
2252,GDL,gondal,21.972471,70.795588
2253,GAH,gawnaha,27.269839,84.520176
2254,GAL,ghatla,27.731813,76.628452
2255,AI,adipur,23.0770527,70.0786586
2256,CHG,mumbai chinchpokli,18.986789,72.832659
2257,DWZ,dantewara,18.907733,81.354536
2258,DXR,digsar,22.712403,71.499375
2259,DZB,dahina zainabad,28.29107857,76.39169434
2260,TMLP,tirumalpur,12.956333,79.673488
2261,CJE,kanchipuram east,12.84113719,79.71204368
2262,DUJ,dubrajpur,23.803358,87.378973
2263,DGU,digaru,26.173306,91.977861
2264,BRHU,barahu,26.12043338,92.13951242
2265,DML,dharamtul,26.189127,92.36716
2266,BHGP,bhagirathpur,27.326628,83.38771
2267,DHRY,dhalpukhuri,25.981051,92.880626
2268,BRLF,bar langfer s,25.755626,93.225136
2269,SLX,seleng hat,26.78343803,94.48276269
2270,DBRG,dibrugarh,27.46360657,94.93525791
2271,DIL,dilawarnagar,26.9601891,80.6674744
